Type,Timestamp,ProcessStepName,Parameter,Pump To Pressure,Pump Pressure,Step Time,Log Interval,Pump Time,CHF3 (100) (sccm),CF4 (100) (sccm),SF6 (100) (sccm),C4F8 (100) (sccm),Ar (100) (sccm),O2 (100) (sccm),Table Temperature (C),Water Temperature (C),Process State,Elapsed Time,Ignore Tolerance,Rf Hold,Pressure (mTorr),Position (Deg),Position Mode,LPS Strike Pressure (mTorr),LPS Dc Bias (volts),LPS Ramp Rate,HF Power (W),HF Reflected Power (W),ICP Power (W),ICP Reflected Power (W),Upper Magnitude (%),Upper Phase (%),Lower Magnitude (%),Lower Phase (%),DC Bias (V),Lf232 Power (W),Lf232 Reflected Power (W),Tune (%),Load (%),Hold,Manual,Frequency (kHz),Pulsed,Hi Power (W),Low Power (W),Pulse Time (Hz),Duty Cycle (%),Helium Pressure (Torr),Helium Flow,Helium Flow[1],He Leak Mode,Endpoint State,Endpoint,Signal Smooth Time (Secs),Endpoint Closed Time (Secs),Endpoint Type,Endpoint Threshold Type,Endpoint Normalisation Time (Secs),Endpoint Normalisation (percent),Endpoint OverEtch Time (Secs),Endpoint Threshold (percent),Endpoint Capture Time (Secs),Endpoint OverEtch (percent),Etch Depth,Refractive Index,Laser Wavelength,Etch Depth[1],Etch Rate,Derivative Smooth Time (Secs),Derivative Gain,Endpoint Type[1],Wavelength 1 (%),Wavelength 2 (%),Wavelength 3 (%),Integration Time (ms),Sample Average,Boxcar Width,taskID,BatchID,LotID,recipe,UID,user
Data,2024/08/29 18:02:20.734,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:21:55.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.2 ,22 ,14 ,Process started  all tolerances OK,9509.444,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.8 ,61.9 ,68.2 ,507.2 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:02:25.765,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:21:50.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.1 ,22 ,14 ,Process started  all tolerances OK,9514.475,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.7 ,61.9 ,68.2 ,507.2 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:02:30.811,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:21:45.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,49.8 ,22 ,14 ,Process started  all tolerances OK,9519.521,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.7 ,61.9 ,68.2 ,507.0 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:02:35.857,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:21:40.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,49.8 ,22 ,14 ,Process started  all tolerances OK,9524.567,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.7 ,61.9 ,68.2 ,506.7 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:02:40.873,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:21:35.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.0 ,22 ,14 ,Process started  all tolerances OK,9529.583,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.8 ,61.8 ,68.1 ,507.2 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:02:45.919,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:21:30.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.2 ,22 ,14 ,Process started  all tolerances OK,9534.629,,,50.5 ,26.9 ,,,,,201 ,1 ,1994 ,2 ,35.7 ,35.8 ,61.9 ,68.1 ,507.0 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:02:50.950,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:21:25.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.0 ,22 ,14 ,Process started  all tolerances OK,9539.66,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.7 ,61.8 ,68.1 ,506.7 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:02:56.012,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:21:20.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.2 ,22 ,14 ,Process started  all tolerances OK,9544.722,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.7 ,61.9 ,68.2 ,507.0 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:03:01.075,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:21:15.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.3 ,22 ,14 ,Process started  all tolerances OK,9549.785,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.7 ,61.9 ,68.2 ,506.7 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:03:06.121,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:21:10.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.5 ,22 ,14 ,Process started  all tolerances OK,9554.831,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.8 ,61.9 ,68.2 ,507.4 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:03:11.152,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:21:05.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.3 ,22 ,14 ,Process started  all tolerances OK,9559.862,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.7 ,61.9 ,68.2 ,506.7 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:03:16.184,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:21:00.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.6 ,22 ,14 ,Process started  all tolerances OK,9564.894,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.7 ,61.9 ,68.1 ,506.7 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:03:21.245,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:20:55.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.6 ,22 ,14 ,Process started  all tolerances OK,9569.955,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.7 ,61.9 ,68.2 ,507.2 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:03:26.260,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:20:50.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.3 ,22 ,14 ,Process started  all tolerances OK,9574.97,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.7 ,61.9 ,68.2 ,507.0 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:03:31.291,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:20:45.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.4 ,22 ,14 ,Process started  all tolerances OK,9580.001,,,50.6 ,26.9 ,,,,,201 ,1 ,1994 ,2 ,35.7 ,35.7 ,61.9 ,68.2 ,507.2 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:03:36.338,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:20:40.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.5 ,22 ,14 ,Process started  all tolerances OK,9585.048,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.7 ,61.9 ,68.1 ,507.0 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:03:41.368,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:20:35.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.6 ,22 ,14 ,Process started  all tolerances OK,9590.078,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.7 ,61.9 ,68.2 ,507.0 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:03:46.384,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:20:30.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.6 ,22 ,14 ,Process started  all tolerances OK,9595.094,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.7 ,61.9 ,68.2 ,507.0 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:03:51.430,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:20:25.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.4 ,22 ,14 ,Process started  all tolerances OK,9600.14,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.8 ,61.9 ,68.2 ,507.4 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:03:56.461,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:20:20.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.4 ,22 ,14 ,Process started  all tolerances OK,9605.171,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.8 ,61.9 ,68.2 ,507.2 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:04:01.476,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:20:15.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.6 ,22 ,14 ,Process started  all tolerances OK,9610.186,,,50.4 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.7 ,61.9 ,68.2 ,507.2 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:04:06.522,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:20:10.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.5 ,22 ,14 ,Process started  all tolerances OK,9615.232,,,50.5 ,26.9 ,,,,,201 ,1 ,1994 ,2 ,35.7 ,35.7 ,61.9 ,68.2 ,507.2 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:04:11.568,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:20:05.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.5 ,22 ,14 ,Process started  all tolerances OK,9620.278,,,50.4 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.7 ,61.9 ,68.2 ,507.0 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:04:16.615,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:20:00.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.6 ,22 ,14 ,Process started  all tolerances OK,9625.325,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.7 ,61.9 ,68.2 ,507.7 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:04:21.630,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:19:55.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.6 ,22 ,14 ,Process started  all tolerances OK,9630.34,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.7 ,61.9 ,68.2 ,507.4 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:04:26.644,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:19:50.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.7 ,22 ,14 ,Process started  all tolerances OK,9635.354,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.7 ,61.9 ,68.2 ,507.2 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:04:31.691,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:19:44.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.5 ,22 ,14 ,Process started  all tolerances OK,9640.401,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.7 ,61.9 ,68.1 ,507.2 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:04:36.738,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:19:39.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.7 ,22 ,14 ,Process started  all tolerances OK,9645.448,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.7 ,61.9 ,68.2 ,507.2 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:04:41.753,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:19:34.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.9 ,22 ,14 ,Process started  all tolerances OK,9650.463,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.7 ,61.9 ,68.1 ,507.2 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:04:46.784,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:19:29.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.7 ,22 ,14 ,Process started  all tolerances OK,9655.494,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.7 ,61.9 ,68.2 ,506.7 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:04:51.815,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:19:24.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,51.0 ,22 ,14 ,Process started  all tolerances OK,9660.525,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.7 ,61.9 ,68.2 ,507.0 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:04:56.846,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:19:19.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,51.0 ,22 ,14 ,Process started  all tolerances OK,9665.556,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.7 ,61.9 ,68.2 ,506.7 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:05:01.861,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:19:14.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.9 ,22 ,14 ,Process started  all tolerances OK,9670.571,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.7 ,61.9 ,68.2 ,507.2 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:05:06.893,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:19:09.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,51.0 ,22 ,14 ,Process started  all tolerances OK,9675.603,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.7 ,61.9 ,68.2 ,506.7 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:05:11.924,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:19:04.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.7 ,21 ,14 ,Process started  all tolerances OK,9680.634,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.7 ,61.9 ,68.2 ,507.0 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:05:16.955,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:18:59.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.5 ,22 ,14 ,Process started  all tolerances OK,9685.665,,,50.4 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.7 ,61.9 ,68.2 ,507.0 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:05:21.985,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:18:54.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.7 ,22 ,14 ,Process started  all tolerances OK,9690.695,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.7 ,61.9 ,68.2 ,507.4 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:05:27.049,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:18:49.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.5 ,22 ,14 ,Process started  all tolerances OK,9695.759,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.8 ,61.9 ,68.2 ,507.2 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:05:32.079,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:18:44.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.5 ,22 ,14 ,Process started  all tolerances OK,9700.789,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.7 ,61.9 ,68.2 ,507.2 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:05:37.126,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:18:39.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.5 ,22 ,14 ,Process started  all tolerances OK,9705.836,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.8 ,35.7 ,61.9 ,68.2 ,507.4 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:05:42.141,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:18:34.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.6 ,22 ,14 ,Process started  all tolerances OK,9710.851,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.7 ,61.8 ,68.1 ,506.7 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:05:47.155,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:18:29.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.6 ,22 ,14 ,Process started  all tolerances OK,9715.865,,,50.6 ,26.9 ,,,,,201 ,1 ,1994 ,2 ,35.8 ,35.8 ,61.9 ,68.2 ,507.2 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:05:52.171,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:18:24.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.5 ,21 ,14 ,Process started  all tolerances OK,9720.881,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,2 ,35.7 ,35.7 ,61.9 ,68.2 ,507.4 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 18:05:57.186,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,00:18:19.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.6 ,22 ,14 ,Process started  all tolerances OK,9725.896,,,50.5 ,26.9 ,,,,,201 ,1 ,1994 ,2 ,35.7 ,35.7 ,61.9 ,68.2 ,507.2 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
